complaint_id,date_complaint,date_resolved,category,zone,priority,department,citizen_satisfaction,complaint_text,resolution_delay,severity_score,complaint_month,complaint_month_name,complaint_day_of_week,complaint_week
CMP000189,2024-06-20,2024-07-13,Garbage Collection,West Zone,Medium,Sanitation Department,1,Overflowing trash bins in West Zone,23,2,6,June,Thursday,25
CMP000190,2024-05-31,2024-06-02,Public Safety,West Zone,High,Police Department,5,Unsafe area at night in West Zone,2,3,5,May,Friday,22
CMP000191,2024-11-10,2024-12-02,Street Light Failure,East Zone,Medium,Electricity Department,2,Faulty street lamp in East Zone,22,2,11,November,Sunday,45
CMP000192,2024-06-08,2024-06-26,Garbage Collection,West Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in West Zone,18,1,6,June,Saturday,23
CMP000193,2024-04-05,2024-04-22,Water Supply,North Zone,Low,Water Department,3,Water supply irregular in North Zone,17,1,4,April,Friday,14
CMP000194,2024-08-20,2024-08-27,Traffic Congestion,West Zone,Medium,Traffic Department,5,Signal not working in West Zone,7,2,8,August,Tuesday,34
CMP000195,2024-06-28,2024-07-11,Road Damage,East Zone,Low,Roads Department,3,Uneven road surface in East Zone,13,1,6,June,Friday,26
CMP000196,2024-04-22,2024-05-10,Street Light Failure,South Zone,Low,Electricity Department,2,Street light not working for a week in South Zone,18,1,4,April,Monday,17
CMP000197,2024-11-13,2024-12-12,Traffic Congestion,East Zone,High,Traffic Department,3,Road blocked due to congestion in East Zone,29,3,11,November,Wednesday,46
CMP000198,2024-02-21,2024-03-06,Street Light Failure,Central Zone,Medium,Electricity Department,4,Faulty street lamp in Central Zone,14,2,2,February,Wednesday,8
CMP000199,2024-09-24,2024-10-12,Road Damage,West Zone,High,Roads Department,1,Large pothole on main road in West Zone,18,3,9,September,Tuesday,39
CMP000200,2024-10-21,2024-11-03,Traffic Congestion,East Zone,Low,Traffic Department,3,Signal not working in East Zone,13,1,10,October,Monday,43
CMP000201,2024-04-22,2024-05-03,Street Light Failure,North Zone,High,Electricity Department,2,Faulty street lamp in North Zone,11,3,4,April,Monday,17
CMP000202,2024-04-10,2024-05-01,Street Light Failure,East Zone,Low,Electricity Department,3,Street light not working for a week in East Zone,21,1,4,April,Wednesday,15
CMP000203,2024-04-22,2024-05-13,Water Supply,South Zone,Medium,Water Department,1,Water supply irregular in South Zone,21,2,4,April,Monday,17
CMP000204,2024-03-21,2024-04-06,Water Supply,North Zone,Low,Water Department,2,Water supply irregular in North Zone,16,1,3,March,Thursday,12
CMP000205,2024-07-05,2024-07-28,Public Safety,East Zone,Low,Police Department,2,Suspicious activity in East Zone,23,1,7,July,Friday,27
CMP000206,2024-04-22,2024-05-09,Garbage Collection,Central Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in Central Zone,17,1,4,April,Monday,17
CMP000207,2024-01-02,2024-01-10,Garbage Collection,West Zone,Medium,Sanitation Department,4,Garbage not collected for 3 days in West Zone,8,2,1,January,Tuesday,1
CMP000208,2024-05-09,2024-05-28,Road Damage,South Zone,Low,Roads Department,1,Road cracking in South Zone,19,1,5,May,Thursday,19
CMP000209,2024-08-07,2024-08-27,Drainage Problem,East Zone,Medium,Drainage Department,2,Drainage pipe broken in East Zone,20,2,8,August,Wednesday,32
CMP000210,2024-02-23,2024-03-09,Garbage Collection,Central Zone,Low,Sanitation Department,3,Missed garbage pickup in Central Zone,15,1,2,February,Friday,8
CMP000211,2024-12-08,2024-12-17,Garbage Collection,West Zone,Low,Sanitation Department,4,Overflowing trash bins in West Zone,9,1,12,December,Sunday,49
CMP000212,2024-08-11,2024-08-31,Garbage Collection,West Zone,Medium,Sanitation Department,2,Overflowing trash bins in West Zone,20,2,8,August,Sunday,32
CMP000213,2024-08-12,2024-08-22,Street Light Failure,Central Zone,High,Electricity Department,4,Street light not working for a week in Central Zone,10,3,8,August,Monday,33
CMP000214,2024-05-05,2024-05-17,Garbage Collection,West Zone,Low,Sanitation Department,3,Missed garbage pickup in West Zone,12,1,5,May,Sunday,18
CMP000215,2024-05-09,2024-05-30,Water Supply,North Zone,Medium,Water Department,2,Low water pressure in North Zone,21,2,5,May,Thursday,19
CMP000216,2024-02-22,2024-03-16,Water Supply,South Zone,High,Water Department,1,Low water pressure in South Zone,23,3,2,February,Thursday,8
CMP000217,2024-06-20,2024-07-10,Drainage Problem,Central Zone,Medium,Drainage Department,2,Drainage pipe broken in Central Zone,20,2,6,June,Thursday,25
CMP000218,2024-08-05,2024-08-06,Water Supply,East Zone,Medium,Water Department,5,Water supply irregular in East Zone,1,2,8,August,Monday,32
CMP000219,2024-06-08,2024-07-03,Garbage Collection,North Zone,Low,Sanitation Department,1,Missed garbage pickup in North Zone,25,1,6,June,Saturday,23
CMP000220,2024-07-16,2024-08-05,Road Damage,East Zone,Low,Roads Department,2,Large pothole on main road in East Zone,20,1,7,July,Tuesday,29
CMP000221,2024-09-03,2024-09-12,Public Safety,West Zone,Low,Police Department,3,Missing street signs in West Zone,9,1,9,September,Tuesday,36
CMP000222,2024-11-19,2024-12-11,Road Damage,Central Zone,Low,Roads Department,1,Large pothole on main road in Central Zone,22,1,11,November,Tuesday,47
CMP000223,2024-07-21,2024-08-05,Public Safety,South Zone,High,Police Department,3,Unsafe area at night in South Zone,15,3,7,July,Sunday,29
CMP000224,2024-07-02,2024-07-03,Drainage Problem,East Zone,Low,Drainage Department,5,Drainage pipe broken in East Zone,1,1,7,July,Tuesday,27
CMP000225,2024-05-02,2024-05-14,Garbage Collection,Central Zone,Low,Sanitation Department,2,Overflowing trash bins in Central Zone,12,1,5,May,Thursday,18
CMP000226,2024-09-11,2024-09-14,Street Light Failure,South Zone,High,Electricity Department,5,Street light not working for a week in South Zone,3,3,9,September,Wednesday,37
CMP000227,2024-10-20,2024-10-31,Water Supply,North Zone,Medium,Water Department,3,No water since morning in North Zone,11,2,10,October,Sunday,42
CMP000228,2024-10-06,2024-10-08,Road Damage,Central Zone,High,Roads Department,4,Large pothole on main road in Central Zone,2,3,10,October,Sunday,40
CMP000229,2024-11-20,2024-12-06,Garbage Collection,East Zone,Medium,Sanitation Department,2,Missed garbage pickup in East Zone,16,2,11,November,Wednesday,47
CMP000230,2024-04-07,2024-04-16,Water Supply,East Zone,Low,Water Department,3,Low water pressure in East Zone,9,1,4,April,Sunday,14
CMP000231,2024-07-16,2024-07-31,Drainage Problem,West Zone,Medium,Drainage Department,2,Blocked drain causing water logging in West Zone,15,2,7,July,Tuesday,29
CMP000232,2024-08-27,2024-09-08,Garbage Collection,North Zone,Medium,Sanitation Department,2,Missed garbage pickup in North Zone,12,2,8,August,Tuesday,35
CMP000233,2024-05-23,2024-05-24,Drainage Problem,Central Zone,Low,Drainage Department,5,Drainage pipe broken in Central Zone,1,1,5,May,Thursday,21
CMP000234,2024-04-06,2024-04-19,Garbage Collection,South Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in South Zone,13,1,4,April,Saturday,14
CMP000235,2024-07-19,2024-08-02,Garbage Collection,South Zone,Low,Sanitation Department,2,Overflowing trash bins in South Zone,14,1,7,July,Friday,29
CMP000236,2024-05-03,2024-05-28,Drainage Problem,North Zone,Medium,Drainage Department,3,Sewage overflow in North Zone,25,2,5,May,Friday,18
CMP000237,2024-07-05,2024-07-30,Street Light Failure,South Zone,Low,Electricity Department,1,Street light not working for a week in South Zone,25,1,7,July,Friday,27
CMP000238,2024-11-21,2024-11-29,Traffic Congestion,West Zone,Medium,Traffic Department,2,Heavy traffic jam in West Zone,8,2,11,November,Thursday,47
CMP000239,2024-12-14,2024-12-22,Garbage Collection,West Zone,Low,Sanitation Department,4,Missed garbage pickup in West Zone,8,1,12,December,Saturday,50
CMP000240,2024-09-15,2024-10-12,Road Damage,Central Zone,Low,Roads Department,2,Large pothole on main road in Central Zone,27,1,9,September,Sunday,37
CMP000241,2024-05-27,2024-06-08,Traffic Congestion,East Zone,Low,Traffic Department,2,Heavy traffic jam in East Zone,12,1,5,May,Monday,22
CMP000242,2024-09-08,2024-09-09,Street Light Failure,West Zone,Low,Electricity Department,5,Faulty street lamp in West Zone,1,1,9,September,Sunday,36
CMP000243,2024-12-11,2024-12-22,Road Damage,East Zone,Low,Roads Department,2,Large pothole on main road in East Zone,11,1,12,December,Wednesday,50
CMP000244,2024-05-26,2024-06-03,Public Safety,West Zone,Low,Police Department,4,Unsafe area at night in West Zone,8,1,5,May,Sunday,21
CMP000245,2024-05-27,2024-06-06,Street Light Failure,West Zone,Low,Electricity Department,2,Street light not working for a week in West Zone,10,1,5,May,Monday,22
CMP000246,2024-12-17,2025-01-05,Drainage Problem,South Zone,High,Drainage Department,2,Blocked drain causing water logging in South Zone,19,3,12,December,Tuesday,51
CMP000247,2024-07-17,2024-07-28,Street Light Failure,South Zone,Medium,Electricity Department,3,Street light not working for a week in South Zone,11,2,7,July,Wednesday,29
CMP000248,2024-11-03,2024-11-10,Traffic Congestion,South Zone,Medium,Traffic Department,4,Heavy traffic jam in South Zone,7,2,11,November,Sunday,44
CMP000249,2024-05-07,2024-05-18,Garbage Collection,East Zone,High,Sanitation Department,3,Garbage not collected for 3 days in East Zone,11,3,5,May,Tuesday,19
CMP000250,2024-02-08,2024-02-25,Water Supply,Central Zone,High,Water Department,2,Water supply irregular in Central Zone,17,3,2,February,Thursday,6
CMP000251,2024-12-03,2024-12-04,Drainage Problem,North Zone,High,Drainage Department,5,Blocked drain causing water logging in North Zone,1,3,12,December,Tuesday,49
CMP000252,2024-12-25,2025-01-20,Garbage Collection,North Zone,Low,Sanitation Department,3,Overflowing trash bins in North Zone,26,1,12,December,Wednesday,52
CMP000253,2024-05-08,2024-06-06,Garbage Collection,North Zone,Medium,Sanitation Department,2,Missed garbage pickup in North Zone,29,2,5,May,Wednesday,19
CMP000254,2024-09-23,2024-10-14,Water Supply,West Zone,High,Water Department,2,Water supply irregular in West Zone,21,3,9,September,Monday,39
CMP000255,2024-05-30,2024-06-20,Garbage Collection,South Zone,High,Sanitation Department,2,Missed garbage pickup in South Zone,21,3,5,May,Thursday,22
CMP000256,2024-10-24,2024-11-01,Drainage Problem,South Zone,Medium,Drainage Department,4,Sewage overflow in South Zone,8,2,10,October,Thursday,43
CMP000257,2024-04-08,2024-05-01,Drainage Problem,South Zone,Low,Drainage Department,2,Blocked drain causing water logging in South Zone,23,1,4,April,Monday,15
CMP000258,2024-09-19,2024-10-13,Road Damage,West Zone,High,Roads Department,2,Road cracking in West Zone,24,3,9,September,Thursday,38
CMP000259,2024-09-08,2024-09-14,Garbage Collection,East Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in East Zone,6,1,9,September,Sunday,36
CMP000260,2024-05-23,2024-06-14,Street Light Failure,West Zone,Low,Electricity Department,3,Street light not working for a week in West Zone,22,1,5,May,Thursday,21
CMP000261,2024-12-11,2024-12-29,Street Light Failure,South Zone,Low,Electricity Department,2,Street light not working for a week in South Zone,18,1,12,December,Wednesday,50
CMP000262,2024-04-21,2024-04-27,Public Safety,East Zone,Low,Police Department,4,Suspicious activity in East Zone,6,1,4,April,Sunday,16
CMP000263,2024-02-29,2024-03-05,Road Damage,North Zone,Low,Roads Department,4,Large pothole on main road in North Zone,5,1,2,February,Thursday,9
CMP000264,2024-01-02,2024-01-15,Water Supply,North Zone,Low,Water Department,4,Low water pressure in North Zone,13,1,1,January,Tuesday,1
CMP000265,2024-10-30,2024-11-18,Road Damage,East Zone,High,Roads Department,3,Uneven road surface in East Zone,19,3,10,October,Wednesday,44
CMP000266,2024-09-10,2024-10-02,Public Safety,South Zone,Low,Police Department,3,Missing street signs in South Zone,22,1,9,September,Tuesday,37
CMP000267,2024-05-19,2024-05-27,Street Light Failure,West Zone,Medium,Electricity Department,4,Faulty street lamp in West Zone,8,2,5,May,Sunday,20
CMP000268,2024-02-06,2024-02-15,Street Light Failure,North Zone,High,Electricity Department,3,Faulty street lamp in North Zone,9,3,2,February,Tuesday,6
CMP000269,2024-06-08,2024-06-25,Garbage Collection,North Zone,Medium,Sanitation Department,2,Missed garbage pickup in North Zone,17,2,6,June,Saturday,23
CMP000270,2024-01-09,2024-01-12,Traffic Congestion,Central Zone,Low,Traffic Department,5,Road blocked due to congestion in Central Zone,3,1,1,January,Tuesday,2
CMP000271,2024-08-20,2024-09-08,Traffic Congestion,East Zone,Medium,Traffic Department,1,Signal not working in East Zone,19,2,8,August,Tuesday,34
CMP000272,2024-04-08,2024-04-19,Water Supply,West Zone,Low,Water Department,3,No water since morning in West Zone,11,1,4,April,Monday,15
CMP000273,2024-05-26,2024-06-19,Road Damage,West Zone,Low,Roads Department,3,Uneven road surface in West Zone,24,1,5,May,Sunday,21
CMP000274,2024-10-30,2024-11-16,Water Supply,East Zone,Medium,Water Department,2,No water since morning in East Zone,17,2,10,October,Wednesday,44
CMP000275,2024-07-26,2024-08-16,Garbage Collection,West Zone,High,Sanitation Department,3,Garbage not collected for 3 days in West Zone,21,3,7,July,Friday,30
CMP000276,2024-05-10,2024-05-29,Garbage Collection,East Zone,Medium,Sanitation Department,3,Overflowing trash bins in East Zone,19,2,5,May,Friday,19
CMP000277,2024-05-31,2024-06-02,Water Supply,South Zone,Low,Water Department,4,No water since morning in South Zone,2,1,5,May,Friday,22
CMP000278,2024-02-23,2024-03-02,Road Damage,South Zone,Low,Roads Department,4,Large pothole on main road in South Zone,8,1,2,February,Friday,8
CMP000279,2024-04-29,2024-05-18,Garbage Collection,East Zone,Low,Sanitation Department,1,Overflowing trash bins in East Zone,19,1,4,April,Monday,18
CMP000280,2024-06-09,2024-06-16,Water Supply,South Zone,Medium,Water Department,5,No water since morning in South Zone,7,2,6,June,Sunday,23
CMP000281,2024-04-25,2024-05-23,Drainage Problem,South Zone,Low,Drainage Department,1,Drainage pipe broken in South Zone,28,1,4,April,Thursday,17
CMP000282,2024-03-15,2024-04-11,Road Damage,South Zone,High,Roads Department,2,Road cracking in South Zone,27,3,3,March,Friday,11
CMP000283,2024-04-22,2024-05-09,Road Damage,North Zone,Low,Roads Department,3,Large pothole on main road in North Zone,17,1,4,April,Monday,17
CMP000284,2024-04-13,2024-04-19,Water Supply,North Zone,Low,Water Department,4,No water since morning in North Zone,6,1,4,April,Saturday,15
CMP000285,2024-12-05,2024-12-24,Street Light Failure,North Zone,Low,Electricity Department,2,Dark area at night in North Zone,19,1,12,December,Thursday,49
CMP000286,2024-09-10,2024-10-04,Garbage Collection,North Zone,Low,Sanitation Department,1,Missed garbage pickup in North Zone,24,1,9,September,Tuesday,37
CMP000287,2024-08-14,2024-08-20,Traffic Congestion,South Zone,Medium,Traffic Department,3,Road blocked due to congestion in South Zone,6,2,8,August,Wednesday,33
CMP000288,2024-04-21,2024-05-19,Garbage Collection,East Zone,High,Sanitation Department,2,Missed garbage pickup in East Zone,28,3,4,April,Sunday,16
CMP000289,2024-04-08,2024-04-10,Street Light Failure,North Zone,Low,Electricity Department,5,Dark area at night in North Zone,2,1,4,April,Monday,15
CMP000290,2024-06-01,2024-06-07,Water Supply,Central Zone,Low,Water Department,4,No water since morning in Central Zone,6,1,6,June,Saturday,22
CMP000291,2024-12-14,2025-01-06,Traffic Congestion,West Zone,High,Traffic Department,2,Road blocked due to congestion in West Zone,23,3,12,December,Saturday,50
CMP000292,2024-12-03,2024-12-08,Road Damage,East Zone,Medium,Roads Department,5,Road cracking in East Zone,5,2,12,December,Tuesday,49
CMP000293,2024-07-12,2024-07-31,Water Supply,West Zone,High,Water Department,1,Water supply irregular in West Zone,19,3,7,July,Friday,28
CMP000294,2024-11-05,2024-11-25,Garbage Collection,South Zone,Low,Sanitation Department,2,Overflowing trash bins in South Zone,20,1,11,November,Tuesday,45
CMP000295,2024-06-11,2024-06-15,Street Light Failure,North Zone,Low,Electricity Department,5,Faulty street lamp in North Zone,4,1,6,June,Tuesday,24
CMP000296,2024-07-26,2024-08-17,Public Safety,Central Zone,Low,Police Department,2,Missing street signs in Central Zone,22,1,7,July,Friday,30
CMP000297,2024-06-17,2024-07-13,Traffic Congestion,North Zone,Low,Traffic Department,2,Signal not working in North Zone,26,1,6,June,Monday,25
CMP000298,2024-06-09,2024-06-26,Garbage Collection,Central Zone,Medium,Sanitation Department,2,Overflowing trash bins in Central Zone,17,2,6,June,Sunday,23
