complaint_id,date_complaint,date_resolved,category,zone,department,priority,citizen_satisfaction,resolution_delay
C00362,2024-10-14,2024-10-30,Lights,East,Electric Dept,Low,5,16
C00363,2024-12-07,2024-12-24,Traffic,North,Traffic Dept,Low,2,17
C00364,2024-05-30,2024-06-14,Traffic,Central,Water Dept,High,2,15
C00365,2024-05-06,2024-05-09,Lights,Central,Drainage Dept,Low,2,3
C00366,2024-06-03,2024-06-15,Safety,West,Electric Dept,Low,3,12
C00367,2024-09-29,2024-10-08,Garbage,West,Traffic Dept,Low,5,9
C00368,2024-04-13,2024-05-04,Safety,South,Sanitation,Low,2,21
C00369,2024-10-25,2024-11-06,Safety,West,Sanitation,Low,2,12
C00370,2024-09-02,2024-09-28,Water,Central,Traffic Dept,Low,4,26
C00371,2024-06-24,2024-07-09,Garbage,West,Drainage Dept,High,2,15
C00372,2024-02-08,2024-02-10,Traffic,North,Traffic Dept,Low,4,2
C00373,2024-06-18,2024-07-11,Drainage,South,Water Dept,Medium,1,23
C00374,2024-09-03,2024-09-21,Safety,South,Sanitation,Medium,2,18
C00375,2024-01-26,2024-02-15,Garbage,Central,Traffic Dept,Medium,4,20
C00376,2024-12-20,2025-01-01,Safety,West,Roads Dept,Low,2,12
C00377,2024-11-01,2024-11-24,Water,North,Roads Dept,High,1,23
C00378,2024-01-13,2024-01-17,Road,West,Traffic Dept,Medium,2,4
C00379,2024-11-11,2024-12-04,Garbage,East,Water Dept,Low,4,23
C00380,2024-11-08,2024-11-24,Lights,West,Sanitation,Low,1,16
C00381,2024-02-05,2024-02-28,Road,Central,Roads Dept,Low,1,23
C00382,2024-06-21,2024-07-07,Safety,West,Traffic Dept,Medium,1,16
C00383,2024-01-20,2024-01-21,Lights,South,Safety Dept,Medium,3,1
C00384,2024-11-16,2024-12-08,Lights,North,Traffic Dept,Low,4,22
C00385,2024-09-20,2024-10-15,Lights,Central,Electric Dept,Low,3,25
C00386,2024-05-21,2024-05-23,Garbage,East,Traffic Dept,High,1,2
C00387,2024-05-22,2024-05-25,Traffic,North,Water Dept,High,3,3
C00388,2024-04-01,2024-04-27,Safety,North,Roads Dept,Medium,2,26
C00389,2024-12-19,2025-01-09,Road,South,Electric Dept,Medium,3,21
C00390,2024-11-17,2024-12-12,Water,South,Roads Dept,High,5,25
C00391,2024-10-14,2024-11-03,Traffic,South,Roads Dept,Medium,1,20
C00392,2024-08-02,2024-08-19,Safety,Central,Water Dept,Low,1,17
C00393,2024-12-07,2024-12-27,Garbage,West,Traffic Dept,Low,4,20
C00394,2024-02-20,2024-03-13,Lights,North,Water Dept,Medium,2,22
C00395,2024-06-01,2024-06-22,Water,West,Traffic Dept,Low,4,21
C00396,2024-07-04,2024-08-02,Safety,West,Electric Dept,Low,3,29
C00397,2024-03-03,2024-03-04,Road,South,Water Dept,High,5,1
C00398,2024-07-08,2024-07-28,Safety,West,Water Dept,Medium,5,20
C00399,2024-05-04,2024-05-10,Traffic,North,Safety Dept,High,5,6
C00400,2024-05-29,2024-06-27,Drainage,North,Drainage Dept,Low,5,29
C00401,2024-11-09,2024-11-24,Traffic,East,Sanitation,High,2,15
C00402,2024-02-27,2024-03-24,Safety,Central,Water Dept,Low,3,26
C00403,2024-12-07,2025-01-02,Water,West,Drainage Dept,Medium,5,26
C00404,2024-10-31,2024-11-14,Safety,Central,Sanitation,Low,1,14
C00405,2024-06-28,2024-07-18,Safety,Central,Safety Dept,Low,3,20
C00406,2024-06-18,2024-07-03,Garbage,Central,Traffic Dept,Low,2,15
C00407,2024-11-21,2024-12-05,Road,Central,Traffic Dept,Medium,5,14
C00408,2024-09-27,2024-10-22,Water,North,Traffic Dept,Low,2,25
C00409,2024-02-23,2024-03-15,Safety,West,Drainage Dept,Medium,5,21
C00410,2024-04-10,2024-05-04,Lights,East,Drainage Dept,Low,1,24
C00411,2024-09-20,2024-10-15,Road,Central,Sanitation,Low,3,25
C00412,2024-02-22,2024-03-19,Traffic,East,Traffic Dept,Medium,1,26
C00413,2024-02-29,2024-03-05,Water,North,Roads Dept,High,5,5
C00414,2024-04-17,2024-04-23,Traffic,North,Water Dept,Low,4,6
C00415,2024-01-05,2024-01-22,Safety,South,Drainage Dept,Medium,3,17
C00416,2024-04-12,2024-04-23,Traffic,Central,Drainage Dept,High,2,11
C00417,2024-07-14,2024-07-30,Traffic,South,Drainage Dept,Medium,5,16
C00418,2024-09-18,2024-09-30,Garbage,East,Sanitation,Medium,1,12
C00419,2024-12-30,2025-01-14,Traffic,West,Traffic Dept,Low,4,15
C00420,2024-12-15,2025-01-07,Lights,South,Roads Dept,Low,5,23
C00421,2024-02-16,2024-02-20,Lights,North,Water Dept,Low,2,4
C00422,2024-12-20,2025-01-16,Road,Central,Water Dept,Low,1,27
C00423,2024-11-06,2024-11-24,Safety,East,Traffic Dept,High,3,18
C00424,2024-11-03,2024-11-24,Drainage,North,Roads Dept,Low,4,21
C00425,2024-05-23,2024-06-20,Traffic,West,Sanitation,Low,5,28
C00426,2024-09-25,2024-09-28,Traffic,Central,Drainage Dept,High,5,3
C00427,2024-05-03,2024-05-25,Water,West,Drainage Dept,Medium,5,22
C00428,2024-04-15,2024-04-23,Garbage,West,Safety Dept,High,5,8
C00429,2024-06-06,2024-06-29,Drainage,Central,Traffic Dept,Medium,1,23
C00430,2024-05-26,2024-05-29,Road,Central,Water Dept,Low,3,3
C00431,2024-05-24,2024-06-01,Drainage,West,Drainage Dept,Medium,2,8
C00432,2024-04-29,2024-05-17,Traffic,East,Safety Dept,Medium,4,18
C00433,2024-11-14,2024-11-24,Water,Central,Water Dept,Low,5,10
C00434,2024-10-01,2024-10-26,Safety,North,Water Dept,Low,5,25
C00435,2024-04-01,2024-04-21,Garbage,South,Traffic Dept,Low,3,20
C00436,2024-02-27,2024-03-15,Safety,East,Electric Dept,Medium,3,17
C00437,2024-12-11,2024-12-19,Road,Central,Safety Dept,Low,1,8
C00438,2024-08-16,2024-09-08,Drainage,Central,Electric Dept,Medium,1,23
C00439,2024-04-26,2024-05-07,Road,East,Electric Dept,Low,1,11
C00440,2024-11-13,2024-12-12,Traffic,South,Safety Dept,Low,4,29
C00441,2024-10-05,2024-10-10,Road,West,Roads Dept,Low,1,5
C00442,2024-05-06,2024-06-01,Safety,North,Traffic Dept,Low,5,26
C00443,2024-05-08,2024-05-21,Water,Central,Safety Dept,Low,1,13
C00444,2024-02-27,2024-03-19,Road,South,Water Dept,Low,4,21
C00445,2024-05-01,2024-05-24,Lights,North,Safety Dept,Low,1,23
C00446,2024-01-01,2024-01-06,Water,East,Drainage Dept,High,1,5
C00447,2024-08-26,2024-09-19,Drainage,Central,Safety Dept,Medium,5,24
C00448,2024-10-16,2024-11-12,Garbage,West,Roads Dept,Medium,5,27
C00449,2024-04-05,2024-04-18,Garbage,East,Electric Dept,High,5,13
C00450,2024-05-05,2024-05-11,Traffic,Central,Sanitation,High,1,6
C00451,2024-04-27,2024-05-26,Traffic,South,Roads Dept,High,5,29
C00452,2024-02-17,2024-02-22,Lights,North,Roads Dept,Low,3,5
C00453,2024-03-29,2024-04-07,Drainage,North,Traffic Dept,Medium,2,9
C00454,2024-08-24,2024-09-20,Safety,Central,Drainage Dept,High,2,27
C00455,2024-09-28,2024-10-14,Garbage,East,Roads Dept,High,5,16
C00456,2024-07-07,2024-07-09,Garbage,West,Safety Dept,Medium,4,2
C00457,2024-07-10,2024-07-11,Garbage,South,Drainage Dept,Low,5,1
C00458,2024-03-09,2024-03-17,Safety,Central,Traffic Dept,High,5,8
C00459,2024-10-04,2024-11-01,Garbage,South,Safety Dept,Low,1,28
C00460,2024-12-14,2025-01-02,Road,North,Sanitation,Low,4,19
C00461,2024-09-03,2024-09-14,Drainage,West,Water Dept,Low,5,11
C00462,2024-03-16,2024-04-13,Water,South,Water Dept,Low,3,28
C00463,2024-06-02,2024-06-14,Water,Central,Electric Dept,Low,2,12
C00464,2024-05-23,2024-06-04,Lights,West,Electric Dept,Low,3,12
C00465,2024-03-26,2024-04-02,Road,East,Sanitation,High,3,7
C00466,2024-07-03,2024-07-29,Garbage,Central,Water Dept,Low,3,26
C00467,2024-10-11,2024-10-24,Garbage,South,Electric Dept,Medium,4,13
C00468,2024-08-07,2024-09-03,Traffic,West,Drainage Dept,High,4,27
C00469,2024-03-09,2024-03-17,Traffic,Central,Roads Dept,Medium,4,8
C00470,2024-02-16,2024-03-16,Lights,West,Traffic Dept,Low,2,29
C00471,2024-04-03,2024-05-02,Garbage,West,Safety Dept,Medium,1,29
C00472,2024-08-25,2024-09-16,Lights,West,Electric Dept,Low,5,22
C00473,2024-07-22,2024-08-19,Road,South,Sanitation,Low,5,28
C00474,2024-08-05,2024-08-31,Water,Central,Safety Dept,Medium,1,26
C00475,2024-12-06,2024-12-15,Garbage,North,Water Dept,High,5,9
C00476,2024-02-08,2024-02-15,Drainage,North,Sanitation,Medium,3,7
C00477,2024-04-09,2024-05-05,Safety,South,Traffic Dept,Low,2,26
C00478,2024-10-15,2024-11-05,Road,South,Traffic Dept,Low,5,21
C00479,2024-09-10,2024-10-04,Garbage,West,Sanitation,Low,2,24
C00480,2024-08-09,2024-08-24,Safety,Central,Electric Dept,Medium,1,15
C00481,2024-12-22,2024-12-24,Drainage,Central,Electric Dept,Low,5,2
C00482,2024-01-23,2024-02-15,Traffic,East,Water Dept,High,2,23
C00483,2024-09-06,2024-09-26,Lights,East,Drainage Dept,Low,3,20
C00484,2024-01-10,2024-02-04,Traffic,North,Water Dept,Low,3,25
C00485,2024-09-02,2024-09-14,Water,East,Roads Dept,Low,1,12
C00486,2024-11-20,2024-11-21,Traffic,East,Drainage Dept,Low,4,1
C00487,2024-04-09,2024-05-02,Garbage,North,Safety Dept,Medium,5,23
C00488,2024-10-16,2024-11-07,Drainage,North,Roads Dept,High,3,22
C00489,2024-06-28,2024-07-06,Traffic,East,Water Dept,Low,3,8
C00490,2024-08-10,2024-08-15,Garbage,Central,Drainage Dept,Low,1,5
C00491,2024-09-06,2024-09-21,Water,East,Drainage Dept,High,3,15
C00492,2024-05-26,2024-05-27,Safety,West,Roads Dept,Medium,5,1
C00493,2024-04-05,2024-04-06,Drainage,West,Sanitation,High,1,1
C00494,2024-09-13,2024-10-08,Traffic,West,Electric Dept,Low,2,25
C00495,2024-11-20,2024-11-30,Lights,South,Drainage Dept,Low,1,10
C00496,2024-01-04,2024-01-26,Lights,West,Safety Dept,Low,5,22
C00497,2024-01-16,2024-01-26,Drainage,Central,Safety Dept,Low,5,10
C00498,2024-10-06,2024-10-27,Lights,South,Drainage Dept,Medium,2,21
C00499,2024-12-01,2024-12-16,Traffic,South,Roads Dept,Low,1,15
C00500,2024-09-03,2024-09-20,Traffic,West,Drainage Dept,Medium,5,17
C00501,2024-09-14,2024-10-06,Drainage,East,Roads Dept,Low,5,22
C00502,2024-06-08,2024-06-14,Traffic,North,Sanitation,High,2,6
C00503,2024-12-05,2024-12-08,Safety,East,Safety Dept,Low,4,3
C00504,2024-05-31,2024-06-13,Garbage,East,Drainage Dept,Low,1,13
C00505,2024-06-26,2024-07-12,Water,South,Traffic Dept,Medium,5,16
C00506,2024-06-11,2024-06-19,Safety,South,Water Dept,Low,3,8
C00507,2024-02-02,2024-02-17,Safety,South,Safety Dept,Low,2,15
C00508,2024-06-27,2024-07-14,Lights,Central,Sanitation,Low,4,17
C00509,2024-04-10,2024-04-27,Garbage,Central,Traffic Dept,High,4,17
C00510,2024-09-24,2024-10-16,Drainage,North,Safety Dept,Medium,2,22
C00511,2024-11-18,2024-12-14,Lights,South,Sanitation,Medium,4,26
C00512,2024-03-05,2024-03-18,Garbage,West,Electric Dept,High,5,13
C00513,2024-06-16,2024-07-03,Traffic,South,Sanitation,High,4,17
C00514,2024-11-25,2024-12-01,Drainage,Central,Sanitation,Medium,1,6
C00515,2024-02-12,2024-02-29,Drainage,South,Electric Dept,Medium,3,17
C00516,2024-02-13,2024-02-29,Lights,Central,Drainage Dept,Medium,5,16
C00517,2024-10-11,2024-10-25,Traffic,South,Water Dept,Low,2,14
C00518,2024-01-12,2024-01-25,Lights,West,Traffic Dept,High,3,13
C00519,2024-04-04,2024-04-10,Road,North,Safety Dept,Medium,5,6
C00520,2024-10-28,2024-10-31,Garbage,West,Roads Dept,Low,3,3
C00521,2024-09-09,2024-09-23,Road,Central,Water Dept,Low,4,14
C00522,2024-08-29,2024-09-12,Garbage,East,Safety Dept,Low,2,14
C00523,2024-02-04,2024-02-19,Water,West,Sanitation,Low,2,15
C00524,2024-08-02,2024-08-10,Safety,South,Roads Dept,Low,1,8
C00525,2024-12-02,2024-12-31,Drainage,North,Electric Dept,Low,4,29
C00526,2024-03-30,2024-04-14,Lights,South,Water Dept,Low,1,15
C00527,2024-09-20,2024-10-12,Water,South,Drainage Dept,Medium,1,22
C00528,2024-04-02,2024-05-01,Water,West,Traffic Dept,Low,4,29
C00529,2024-03-30,2024-04-26,Drainage,North,Water Dept,Low,5,27
C00530,2024-04-24,2024-05-07,Drainage,East,Water Dept,Low,1,13
C00531,2024-04-14,2024-05-01,Garbage,South,Drainage Dept,High,3,17
C00532,2024-07-14,2024-08-04,Road,North,Roads Dept,Low,5,21
C00533,2024-11-09,2024-12-03,Traffic,East,Electric Dept,Low,4,24
C00534,2024-04-23,2024-04-26,Garbage,South,Drainage Dept,Medium,2,3
C00535,2024-03-15,2024-04-12,Traffic,North,Safety Dept,Low,5,28
C00536,2024-08-04,2024-08-10,Water,West,Electric Dept,Low,1,6
C00537,2024-10-03,2024-10-08,Traffic,South,Drainage Dept,Low,3,5
C00538,2024-09-05,2024-09-27,Road,South,Water Dept,Medium,4,22
C00539,2024-06-12,2024-07-08,Garbage,North,Electric Dept,Medium,2,26
C00540,2024-12-22,2025-01-08,Drainage,South,Roads Dept,Medium,3,17
C00541,2024-07-10,2024-08-02,Road,East,Roads Dept,Low,2,23
C00542,2024-08-14,2024-09-08,Safety,South,Traffic Dept,Medium,4,25
C00543,2024-06-25,2024-06-27,Road,Central,Electric Dept,Low,5,2
C00544,2024-04-08,2024-05-04,Safety,East,Traffic Dept,Low,1,26
C00545,2024-02-05,2024-02-20,Garbage,North,Safety Dept,Low,4,15
C00546,2024-04-05,2024-04-10,Drainage,East,Drainage Dept,Medium,3,5
C00547,2024-05-31,2024-06-26,Road,Central,Sanitation,Low,5,26
C00548,2024-05-30,2024-06-19,Safety,Central,Safety Dept,Medium,2,20
C00549,2024-07-08,2024-07-14,Drainage,South,Roads Dept,High,5,6
C00550,2024-08-11,2024-08-17,Lights,South,Water Dept,Low,5,6
C00551,2024-02-06,2024-03-04,Lights,West,Roads Dept,Low,3,27
C00552,2024-09-24,2024-10-12,Lights,East,Sanitation,Low,1,18
C00553,2024-07-01,2024-07-19,Traffic,West,Water Dept,Low,5,18
C00554,2024-01-13,2024-01-17,Road,Central,Electric Dept,Low,5,4
C00555,2024-10-05,2024-10-22,Garbage,South,Electric Dept,High,1,17
C00556,2024-08-04,2024-08-29,Garbage,South,Safety Dept,Low,1,25
C00557,2024-12-20,2025-01-03,Traffic,South,Roads Dept,Medium,2,14
C00558,2024-12-26,2025-01-09,Garbage,North,Water Dept,Low,2,14
C00559,2024-10-12,2024-10-25,Safety,Central,Drainage Dept,High,1,13
C00560,2024-09-29,2024-10-06,Lights,South,Water Dept,High,4,7
C00561,2024-03-02,2024-03-14,Road,Central,Traffic Dept,Medium,1,12
C00562,2024-03-24,2024-04-16,Garbage,South,Sanitation,High,2,23
C00563,2024-08-04,2024-08-19,Garbage,East,Safety Dept,Low,3,15
C00564,2024-12-07,2024-12-26,Water,Central,Electric Dept,Low,3,19
C00565,2024-07-05,2024-07-16,Water,West,Roads Dept,Medium,5,11
C00566,2024-01-19,2024-02-03,Water,North,Water Dept,Medium,3,15
C00567,2024-06-25,2024-07-07,Road,West,Electric Dept,High,2,12
C00568,2024-04-09,2024-04-12,Lights,Central,Roads Dept,Low,3,3
C00569,2024-08-20,2024-09-06,Drainage,South,Electric Dept,Low,4,17
C00570,2024-03-16,2024-03-19,Lights,Central,Roads Dept,Low,1,3
C00571,2024-09-21,2024-10-10,Lights,North,Electric Dept,High,1,19
C00572,2024-10-10,2024-10-30,Road,Central,Drainage Dept,High,2,20
C00573,2024-07-24,2024-07-28,Safety,South,Traffic Dept,Medium,5,4
C00574,2024-08-10,2024-08-13,Safety,West,Sanitation,Medium,1,3
C00575,2024-02-21,2024-03-18,Road,East,Electric Dept,Medium,3,26
C00576,2024-12-04,2024-12-20,Water,West,Sanitation,Medium,4,16
C00577,2024-05-23,2024-06-04,Garbage,South,Electric Dept,Low,5,12
C00578,2024-03-09,2024-03-17,Traffic,South,Safety Dept,Medium,5,8
C00579,2024-04-08,2024-05-02,Traffic,North,Water Dept,Low,5,24
C00580,2024-01-25,2024-02-23,Drainage,Central,Traffic Dept,Medium,1,29
C00581,2024-02-22,2024-03-22,Garbage,Central,Safety Dept,Low,5,29
C00582,2024-05-30,2024-06-16,Drainage,West,Drainage Dept,Medium,2,17
C00583,2024-05-23,2024-05-30,Water,East,Traffic Dept,High,3,7
C00584,2024-02-26,2024-03-08,Drainage,East,Sanitation,Medium,4,11
C00585,2024-02-08,2024-02-26,Garbage,North,Water Dept,Medium,3,18
C00586,2024-04-18,2024-04-19,Garbage,South,Roads Dept,Medium,2,1
C00587,2024-06-29,2024-07-02,Traffic,North,Safety Dept,Medium,2,3
C00588,2024-02-11,2024-02-15,Safety,Central,Traffic Dept,Low,3,4
C00589,2024-07-04,2024-07-17,Water,South,Drainage Dept,Medium,1,13
C00590,2024-08-10,2024-08-16,Road,North,Safety Dept,Low,2,6
C00591,2024-05-01,2024-05-27,Drainage,West,Water Dept,Medium,5,26
C00592,2024-05-12,2024-05-26,Traffic,Central,Water Dept,Medium,4,14
C00593,2024-06-11,2024-06-16,Drainage,East,Sanitation,Medium,4,5
C00594,2024-08-02,2024-08-18,Drainage,North,Drainage Dept,Medium,2,16
C00595,2024-08-08,2024-08-23,Road,Central,Water Dept,Medium,5,15
C00596,2024-08-22,2024-09-06,Water,Central,Water Dept,High,3,15
C00597,2024-11-26,2024-11-30,Garbage,East,Roads Dept,Low,4,4
C00598,2024-05-25,2024-06-02,Lights,East,Sanitation,High,5,8
C00599,2024-08-26,2024-09-22,Drainage,East,Sanitation,Medium,5,27
C00600,2024-03-16,2024-04-01,Lights,North,Drainage Dept,Low,1,16
C00601,2024-01-09,2024-02-06,Water,East,Water Dept,High,2,28
C00602,2024-03-14,2024-03-30,Lights,West,Roads Dept,Medium,5,16
C00603,2024-09-09,2024-09-13,Drainage,Central,Electric Dept,High,3,4
C00604,2024-08-17,2024-08-30,Road,East,Traffic Dept,Medium,4,13
C00605,2024-01-07,2024-02-02,Lights,Central,Safety Dept,Low,1,26
C00606,2024-06-22,2024-07-20,Water,South,Sanitation,Low,3,28
C00607,2024-05-20,2024-06-02,Water,South,Roads Dept,Medium,4,13
C00608,2024-06-16,2024-06-18,Safety,East,Drainage Dept,High,2,2
C00609,2024-06-18,2024-06-21,Safety,Central,Roads Dept,Medium,3,3
C00610,2024-10-09,2024-10-31,Road,South,Water Dept,Low,4,22
C00611,2024-05-01,2024-05-09,Lights,East,Traffic Dept,Medium,1,8
C00612,2024-07-12,2024-08-05,Lights,Central,Sanitation,Medium,4,24
C00613,2024-01-05,2024-01-20,Safety,East,Electric Dept,Low,5,15
C00614,2024-01-29,2024-02-09,Garbage,Central,Water Dept,Low,1,11
C00615,2024-06-13,2024-06-22,Traffic,South,Sanitation,Low,3,9
C00616,2024-12-04,2024-12-11,Water,East,Safety Dept,Low,2,7
C00617,2024-05-15,2024-05-28,Garbage,South,Drainage Dept,Low,1,13
C00618,2024-12-30,2025-01-01,Water,East,Sanitation,Low,1,2
C00619,2024-11-16,2024-11-24,Garbage,North,Roads Dept,High,1,8
C00620,2024-12-07,2024-12-14,Safety,South,Safety Dept,Low,4,7
C00621,2024-05-24,2024-06-17,Safety,South,Traffic Dept,Low,5,24
C00622,2024-11-22,2024-12-04,Traffic,West,Electric Dept,Low,2,12
C00623,2024-08-04,2024-08-23,Garbage,South,Traffic Dept,Low,2,19
C00624,2024-10-27,2024-11-03,Water,Central,Roads Dept,Medium,5,7
C00625,2024-05-11,2024-05-21,Lights,East,Electric Dept,Low,4,10
C00626,2024-10-18,2024-11-16,Water,North,Electric Dept,Medium,4,29
C00627,2024-03-10,2024-04-04,Drainage,Central,Water Dept,Medium,5,25
C00628,2024-09-08,2024-09-24,Safety,Central,Electric Dept,Low,5,16
C00629,2024-10-01,2024-10-04,Road,Central,Sanitation,Medium,3,3
C00630,2024-12-29,2025-01-08,Road,Central,Traffic Dept,Medium,4,10
C00631,2024-06-30,2024-07-06,Safety,North,Drainage Dept,Low,1,6
C00632,2024-06-15,2024-07-03,Drainage,West,Drainage Dept,Medium,2,18
C00633,2024-03-31,2024-04-18,Road,South,Traffic Dept,High,4,18
C00634,2024-07-20,2024-07-25,Safety,Central,Water Dept,Medium,5,5
C00635,2024-12-11,2025-01-01,Road,South,Electric Dept,Low,1,21
C00636,2024-01-19,2024-02-17,Safety,South,Roads Dept,High,3,29
C00637,2024-02-08,2024-02-15,Traffic,Central,Safety Dept,Low,3,7
C00638,2024-05-05,2024-06-02,Lights,West,Safety Dept,Low,1,28
C00639,2024-06-21,2024-06-23,Lights,South,Sanitation,Low,1,2
C00640,2024-05-20,2024-05-31,Water,East,Water Dept,Medium,5,11
C00641,2024-08-29,2024-09-11,Drainage,South,Safety Dept,High,5,13
C00642,2024-08-07,2024-08-30,Safety,Central,Electric Dept,Low,2,23
C00643,2024-05-05,2024-05-10,Garbage,North,Drainage Dept,Low,2,5
C00644,2024-02-27,2024-03-04,Water,South,Roads Dept,Medium,3,6
C00645,2024-05-27,2024-06-20,Water,West,Electric Dept,High,1,24
C00646,2024-11-12,2024-12-08,Safety,East,Water Dept,Low,3,26
C00647,2024-12-26,2025-01-24,Safety,East,Roads Dept,High,5,29
C00648,2024-01-01,2024-01-15,Water,North,Safety Dept,Low,4,14
C00649,2024-12-13,2024-12-25,Water,North,Roads Dept,Medium,5,12
C00650,2024-07-08,2024-07-12,Lights,South,Roads Dept,Medium,4,4
C00651,2024-07-09,2024-08-07,Garbage,Central,Roads Dept,Low,1,29
C00652,2024-11-07,2024-11-30,Water,West,Safety Dept,Medium,1,23
C00653,2024-04-26,2024-05-02,Lights,East,Electric Dept,High,1,6
C00654,2024-05-13,2024-05-23,Water,North,Roads Dept,Low,2,10
C00655,2024-02-27,2024-03-16,Road,West,Electric Dept,Low,2,18
C00656,2024-02-13,2024-02-28,Water,Central,Roads Dept,Low,4,15
C00657,2024-06-21,2024-06-29,Safety,East,Roads Dept,Low,3,8
C00658,2024-06-08,2024-07-04,Drainage,East,Water Dept,Medium,3,26
C00659,2024-06-21,2024-06-30,Drainage,Central,Electric Dept,Low,4,9
C00660,2024-11-12,2024-11-17,Water,East,Drainage Dept,Medium,2,5
C00661,2024-10-29,2024-11-08,Traffic,Central,Electric Dept,Low,5,10
C00662,2024-05-28,2024-06-17,Road,East,Traffic Dept,High,4,20
C00663,2024-03-20,2024-03-26,Garbage,South,Safety Dept,Low,3,6
C00664,2024-07-31,2024-08-16,Water,Central,Drainage Dept,Low,4,16
C00665,2024-07-21,2024-08-14,Garbage,West,Water Dept,Low,4,24
C00666,2024-09-08,2024-10-05,Road,South,Electric Dept,High,1,27
C00667,2024-08-16,2024-08-19,Water,West,Water Dept,Low,2,3
C00668,2024-06-12,2024-06-22,Traffic,East,Drainage Dept,Low,1,10
C00669,2024-08-14,2024-08-25,Lights,West,Water Dept,High,2,11
C00670,2024-05-26,2024-06-06,Traffic,South,Water Dept,High,4,11
C00671,2024-01-20,2024-02-06,Safety,Central,Sanitation,High,2,17
C00672,2024-02-16,2024-02-20,Traffic,North,Electric Dept,Low,3,4
C00673,2024-08-20,2024-08-24,Lights,West,Water Dept,Low,1,4
C00674,2024-10-31,2024-11-17,Safety,North,Sanitation,Medium,4,17
C00675,2024-01-14,2024-01-23,Lights,West,Sanitation,Low,3,9
C00676,2024-05-22,2024-06-10,Drainage,West,Roads Dept,Low,2,19
C00677,2024-01-01,2024-01-06,Lights,Central,Roads Dept,Low,2,5
C00678,2024-02-23,2024-03-16,Water,East,Safety Dept,High,3,22
C00679,2024-09-15,2024-10-09,Garbage,South,Drainage Dept,Low,2,24
C00680,2024-05-23,2024-05-29,Drainage,South,Electric Dept,Medium,1,6
C00681,2024-01-12,2024-01-15,Drainage,South,Roads Dept,Low,5,3
C00682,2024-11-25,2024-12-17,Garbage,East,Drainage Dept,Medium,2,22
C00683,2024-08-11,2024-08-12,Drainage,North,Electric Dept,Medium,4,1
C00684,2024-09-28,2024-10-18,Lights,South,Drainage Dept,Low,2,20
C00685,2024-12-23,2025-01-14,Traffic,North,Safety Dept,Low,4,22
C00686,2024-06-04,2024-06-20,Road,East,Safety Dept,Medium,2,16
C00687,2024-01-08,2024-01-31,Lights,East,Sanitation,Low,2,23
